action_type,combined_shot_type,minutes_remaining,period,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range
Jump Shot,Jump Shot,6,2,55,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,3,2,13,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,2,53,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,2,41,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,2,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,9,3,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,5,3,55,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,3,20,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,3,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,4,57,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,2,4,2,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,23,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,6,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Layup Shot,Layup,0,4,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,1,20,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Fadeaway shot,Jump Shot,7,1,2,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,6,1,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,1,17,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,3,1,3,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,19,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,2,38,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,2,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,2,8,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,39,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,3,17,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,3,24,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,7,3,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,3,30,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,3,51,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,3,4,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Bank Shot,Jump Shot,8,4,53,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,7,4,25,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,4,21,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Driving Layup Shot,Layup,4,4,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,4,34,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,5,13,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,5,50,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,1,5,58,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,5,47,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,11,1,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,1,57,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,1,48,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,1,49,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,1,13,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Dunk Shot,Dunk,7,2,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,2,49,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,2,44,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,2,25,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,3,1,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,5,3,53,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,2,3,18,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,4,0,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Reverse Layup Shot,Layup,9,4,56,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,9,4,6,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,4,23,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,4,27,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Running Bank shot,Bank Shot,2,4,38,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Driving Layup Shot,Layup,7,1,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,1,4,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Driving Dunk Shot,Dunk,5,1,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,59,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,31,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,9,2,21,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,2,12,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,39,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Fadeaway shot,Jump Shot,11,3,47,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Turnaround Fadeaway shot,Jump Shot,6,3,2,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,3,9,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,3,41,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,6,4,31,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,6,4,2,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Reverse Layup Shot,Layup,4,4,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Bank Shot,Jump Shot,4,4,2,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,4,14,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,1,23,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,1,19,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Layup Shot,Layup,10,1,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,1,33,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,1,17,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,5,1,16,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,4,1,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,2,1,39,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Bank Shot,Jump Shot,8,2,25,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Hook Shot,Hook Shot,8,2,0,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,7,2,12,11,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,2,2,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,2,29,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,0,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Layup Shot,Layup,1,3,51,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,3,40,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,11,4,17,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Layup Shot,Layup,10,4,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,7,4,33,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,4,59,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,4,33,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Pullup Jump shot,Jump Shot,2,4,0,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,8,1,31,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,1,10,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,1,56,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,10,2,45,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,6,2,57,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,2,32,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,3,2,34,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,2,24,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Floating Jump shot,Jump Shot,1,2,13,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,8,3,58,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,3,30,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,5,3,23,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,4,3,46,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,11,4,37,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,10,4,17,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,9,4,49,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,9,4,5,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Step Back Jump shot,Jump Shot,7,4,47,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,4,59,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,5,4,25,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,4,47,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,40,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,2,6,23,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,2,38,23,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,4,2,9,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Fadeaway Jump Shot,Jump Shot,3,2,16,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,0,2,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Bank Shot,Jump Shot,6,3,33,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Running Bank shot,Bank Shot,5,3,58,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,10,1,5,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,2,1,58,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,1,1,30,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,0,1,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,0,79,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot
Driving Finger Roll Layup Shot,Layup,7,2,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Pullup Jump shot,Jump Shot,0,2,7,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,11,1,31,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,10,1,23,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,8,1,43,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,8,1,4,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Finger Roll Layup Shot,Layup,4,1,4,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,3,1,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,1,1,53,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Floating Jump shot,Jump Shot,0,1,50,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,1,26,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Driving Layup Shot,Layup,0,1,18,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,0,74,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot
Driving Layup Shot,Layup,6,2,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,0,2,4,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,10,3,30,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,9,3,48,12,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Driving Layup Shot,Layup,8,3,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,8,3,11,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,5,3,32,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,3,20,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,3,3,56,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,3,58,23,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,3,4,23,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,1,4,33,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,7,1,5,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Driving Finger Roll Layup Shot,Layup,6,1,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,1,43,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,1,3,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,6,2,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,4,2,28,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,3,36,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,7,3,13,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,6,3,25,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,5,3,59,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,2,3,14,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,4,48,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Jump shot,Jump Shot,3,4,16,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,1,4,20,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,52,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,0,4,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,10,1,47,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,9,1,45,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Layup Shot,Layup,8,1,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,1,52,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,8,2,27,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,7,2,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Slam Dunk Shot,Dunk,7,2,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,5,2,6,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,2,19,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Layup Shot,Layup,10,3,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,7,3,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,5,3,20,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,3,3,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,2,3,43,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,0,3,11,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,2,4,47,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,4,21,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,1,2,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,9,1,30,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Floating Jump shot,Jump Shot,8,1,12,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Bank Shot,Jump Shot,7,1,8,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,5,1,55,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,1,24,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,1,52,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,2,22,23,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,2,39,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,6,2,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,2,38,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,3,2,53,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,2,52,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,10,3,42,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,3,56,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,2,3,12,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,5,4,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,4,32,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,3,4,46,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,4,14,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,4,48,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,1,4,43,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,54,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,1,40,11,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Turnaround Jump Shot,Jump Shot,8,1,27,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Bank Shot,Jump Shot,5,1,41,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Layup Shot,Layup,2,1,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,2,55,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,2,33,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,2,29,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,1,2,39,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,3,40,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,3,15,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,9,3,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,3,39,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Fadeaway Jump Shot,Jump Shot,7,3,5,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,3,24,22,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Reverse Layup Shot,Layup,4,3,44,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,3,21,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,3,3,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,0,3,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,4,0,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,11,1,43,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,31,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,1,1,0,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,1,34,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Running Jump Shot,Jump Shot,0,1,1,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,2,49,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,2,4,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,2,45,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,0,2,4,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Fadeaway shot,Jump Shot,11,3,13,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
